communication_diff,emotional_openness_diff,social_nature_diff,independence_diff,family_orientation_diff,financial_attitude_diff,career_orientation_diff,adventure_diff,conflict_handling_diff,lifestyle_preference_diff,comm_x_conflict_diff,finance_x_career_diff,family_x_lifestyle_diff,mean_abs_diff,max_abs_diff,euclidean_distance,compatibility_score
11.83,7.02,14.57,5.69,20.42,22.92,7.64,0.05,9.2,5.27,1.09,1.75,1.08,10.46,22.92,39.33,85.11
1.53,19.6,6.22,29.72,31.1,22.54,6.08,4.48,25.82,5.92,0.4,1.37,1.84,15.3,31.1,59.52,85.6
12.2,19.09,26.78,46.55,30.4,0.29,9.87,8.95,0.81,2.32,0.1,0.03,0.71,15.73,46.55,67.12,84.35
3.54,33.52,17.11,25.4,16.26,3.12,27.6,13.85,6.91,23.77,0.24,0.86,3.87,17.11,33.52,62.57,84.23
4.17,16.92,7.32,9.56,4.21,18.88,27.21,17.58,16.31,9.67,0.68,5.14,0.41,13.18,27.21,47.25,87.76
9.86,18.0,23.46,2.18,11.46,5.01,11.93,32.14,10.2,23.62,1.01,0.6,2.71,14.79,32.14,54.5,87.36
1.36,3.4,7.3,18.62,21.37,16.46,20.55,25.52,24.03,2.84,0.33,3.38,0.61,14.14,25.52,52.91,89.36
15.72,18.65,2.78,9.48,3.86,10.96,1.82,12.67,26.74,5.98,4.2,0.2,0.23,10.87,26.74,41.74,86.59
13.96,0.96,26.27,22.17,27.09,26.62,18.82,46.66,17.82,29.26,2.49,5.01,7.93,22.96,46.66,80.78,78.68
6.79,6.27,7.48,6.21,28.35,4.36,11.81,12.66,12.21,2.16,0.83,0.51,0.61,9.83,28.35,38.15,86.55
12.38,31.94,3.15,9.18,20.67,15.82,25.06,14.37,2.26,26.3,0.28,3.96,5.44,16.11,31.94,58.96,82.76
2.59,11.36,37.0,15.94,14.23,3.95,19.99,21.01,7.16,41.69,0.19,0.79,5.93,17.49,41.69,67.88,83.83
0.23,27.35,3.18,6.28,5.2,15.05,15.4,24.58,6.52,28.56,0.01,2.32,1.49,13.23,28.56,52.45,88.86
6.65,38.17,6.26,7.55,5.21,2.59,15.36,32.4,18.91,5.41,1.26,0.4,0.28,13.85,38.17,57.48,88.98
16.62,34.77,10.34,7.48,27.3,6.86,2.85,7.37,11.08,9.43,1.84,0.2,2.57,13.41,34.77,52.1,82.74
10.7,4.8,1.42,0.75,5.44,19.16,6.42,14.02,13.76,6.3,1.47,1.23,0.34,8.28,19.16,31.68,86.61
4.89,1.2,8.39,2.43,3.8,23.92,3.68,3.52,13.9,10.75,0.68,0.88,0.41,7.65,23.92,31.98,93.15
21.24,19.3,3.9,5.54,22.21,2.13,11.94,2.62,0.14,9.26,0.03,0.25,2.06,9.83,22.21,40.03,88.64
25.31,7.55,35.46,14.82,22.57,3.55,16.05,6.64,22.23,7.63,5.63,0.57,1.72,16.18,35.46,59.59,81.51
19.89,13.53,7.34,25.49,3.55,7.71,34.09,15.29,6.4,15.88,1.27,2.63,0.56,14.92,34.09,55.17,86.99
0.75,36.43,4.76,29.11,11.65,35.87,1.12,21.46,9.34,4.66,0.07,0.4,0.54,15.52,36.43,64.74,84.01
31.56,1.39,21.11,19.18,11.57,10.83,23.83,7.32,2.95,2.97,0.93,2.58,0.34,13.27,31.56,51.98,87.02
43.0,21.01,3.29,8.05,27.59,29.35,20.05,25.27,42.14,12.75,18.12,5.88,3.52,23.25,43.0,83.47,69.9
9.44,34.58,0.05,4.05,12.35,24.32,18.58,4.1,14.4,14.65,1.36,4.52,1.81,13.65,34.58,53.19,84.94
3.53,22.65,29.02,2.44,5.48,7.77,0.81,4.87,4.71,14.11,0.17,0.06,0.77,9.54,29.02,41.35,90.82
8.05,21.62,8.99,4.77,30.59,3.04,14.16,43.01,6.08,2.05,0.49,0.43,0.63,14.24,43.01,60.6,86.44
15.61,13.65,12.29,31.23,14.35,8.22,27.46,54.18,6.56,3.26,1.02,2.26,0.47,18.68,54.18,74.65,84.14
22.38,24.76,23.46,46.09,23.4,38.48,11.98,41.04,3.77,21.45,0.84,4.61,5.02,25.68,46.09,90.11,78.28
16.98,34.64,22.28,16.76,5.92,9.67,34.62,19.96,9.54,3.72,1.62,3.35,0.22,17.41,34.64,64.0,82.2
11.76,13.58,20.33,55.11,51.31,20.18,6.68,37.02,6.83,36.7,0.8,1.35,18.83,25.95,55.11,98.09,78.7
8.6,19.04,38.01,5.04,29.15,33.97,2.6,22.32,2.9,38.37,0.25,0.88,11.18,20.0,38.37,76.78,80.97
24.25,2.54,6.63,6.26,26.7,33.54,2.62,39.57,24.94,9.72,6.05,0.88,2.6,17.68,39.57,69.32,75.63
0.0,26.14,23.52,25.14,53.16,15.63,8.49,5.1,0.11,24.26,0.0,1.33,12.9,18.15,53.16,75.0,83.07
18.12,3.65,9.41,4.55,1.02,26.13,19.83,50.41,16.79,12.56,3.04,5.18,0.13,16.25,50.41,67.15,85.42
35.3,30.85,6.54,6.36,17.51,27.99,8.65,4.35,29.49,16.33,10.41,2.42,2.86,18.33,35.3,67.82,73.79
16.18,11.3,2.23,10.69,3.83,17.16,7.42,2.78,15.64,31.26,2.53,1.27,1.2,11.85,31.26,45.85,82.23
1.39,9.76,4.37,0.49,21.21,1.93,36.74,11.44,10.39,10.44,0.14,0.71,2.21,10.82,36.74,47.62,92.57
34.42,11.55,18.92,32.02,3.08,3.55,16.69,13.62,11.76,17.27,4.05,0.59,0.53,16.29,34.42,60.21,84.25
12.34,5.4,8.21,18.27,2.49,27.88,15.26,8.0,5.77,28.16,0.71,4.25,0.7,13.18,28.16,49.89,82.78
13.06,34.44,26.14,23.44,31.35,26.45,19.18,15.87,17.27,24.13,2.26,5.07,7.56,23.13,34.44,75.97,77.88
0.75,16.22,5.42,6.5,25.68,23.21,27.4,8.32,4.06,39.63,0.03,6.36,10.18,15.72,39.63,62.77,80.83
12.25,35.43,29.73,24.34,10.32,25.92,13.91,5.48,4.65,57.72,0.57,3.61,5.96,21.98,57.72,85.07,78.71
36.31,23.44,18.57,39.2,6.69,4.39,16.01,20.63,29.93,23.23,10.87,0.7,1.55,21.84,39.2,77.01,76.12
3.9,18.21,0.3,10.06,30.49,33.32,22.25,22.07,15.37,47.26,0.6,7.41,14.41,20.32,47.26,77.07,80.16
11.43,4.38,2.34,10.65,19.65,9.79,13.77,30.72,12.76,1.9,1.46,1.35,0.37,11.74,30.72,45.28,81.81
20.92,8.39,17.18,25.8,12.69,0.63,0.04,0.96,1.59,8.42,0.33,0.0,1.07,9.66,25.8,41.29,89.19
10.34,39.46,16.53,7.63,0.05,23.64,0.59,23.33,29.07,32.96,3.01,0.14,0.02,18.36,39.46,70.93,81.68
28.42,10.48,27.33,16.89,35.74,27.28,39.89,33.09,15.48,26.1,4.4,10.88,9.33,26.07,39.89,87.06,74.68
22.78,18.92,3.0,5.2,28.19,23.39,2.22,3.46,13.74,12.16,3.13,0.52,3.43,13.31,28.19,51.07,84.12
11.02,28.69,14.52,0.22,24.62,12.9,11.84,74.23,1.95,46.68,0.21,1.53,11.49,22.67,74.23,98.8,78.26
23.45,0.49,5.25,0.2,35.77,12.86,18.41,1.26,8.62,38.34,2.02,2.37,13.71,14.47,38.34,62.51,80.08
8.13,9.68,0.08,17.36,0.43,18.19,4.91,34.4,8.34,14.05,0.68,0.89,0.06,11.56,34.4,47.61,90.51
7.36,2.89,1.05,6.91,15.26,7.45,34.98,3.78,22.23,13.32,1.64,2.61,2.03,11.52,34.98,48.05,84.97
19.86,12.9,15.14,15.16,40.33,1.99,31.6,51.9,10.23,0.81,2.03,0.63,0.33,19.99,51.9,80.3,80.01
1.63,6.59,1.58,36.72,14.79,10.06,8.83,33.61,19.78,21.93,0.32,0.89,3.24,15.55,36.72,61.62,86.39
18.92,18.69,32.84,2.57,10.86,0.23,16.73,44.27,18.03,0.79,3.41,0.04,0.09,16.39,44.27,66.9,87.1
16.46,3.03,1.21,0.01,15.7,0.35,10.47,38.78,6.21,9.73,1.02,0.04,1.53,10.2,38.78,47.7,90.2
4.01,6.23,28.54,28.9,9.74,23.28,14.45,8.12,4.49,8.36,0.18,3.36,0.81,13.61,28.9,52.02,91.0
1.9,38.33,2.55,10.54,20.53,14.57,21.59,19.51,6.03,16.38,0.11,3.15,3.36,15.19,38.33,58.1,85.87
0.0,34.26,27.99,7.96,2.85,13.22,21.19,26.68,1.26,0.19,0.0,2.8,0.01,13.56,34.26,58.02,87.0
17.01,29.07,11.02,46.82,20.08,48.67,23.73,49.09,21.58,38.01,3.67,11.55,7.63,30.51,49.09,105.37,74.13
3.91,9.06,3.69,32.15,9.58,21.5,7.34,26.83,18.2,14.0,0.71,1.58,1.34,14.62,32.15,54.77,86.22
6.7,3.33,17.74,9.01,24.28,0.22,14.24,24.58,6.41,14.52,0.43,0.03,3.53,12.1,24.58,45.83,88.52
34.33,24.59,24.04,3.61,15.77,10.5,39.75,9.56,19.3,14.81,6.63,4.17,2.34,19.63,39.75,70.68,79.26
28.08,13.26,5.11,1.02,11.55,20.44,22.46,27.09,5.67,18.86,1.59,4.59,2.18,15.36,28.08,56.3,85.15
1.92,20.91,42.53,12.19,14.48,10.37,14.61,30.45,18.63,27.08,0.36,1.52,3.92,19.32,42.53,70.26,80.38
6.48,34.26,39.24,31.56,8.48,0.95,2.24,17.39,11.38,1.59,0.74,0.02,0.13,15.36,39.24,65.3,85.71
8.91,17.67,37.84,36.36,20.18,0.41,2.33,39.66,2.97,40.24,0.26,0.01,8.12,20.66,40.24,82.21,85.35
20.42,19.17,8.06,14.14,10.79,22.7,11.22,9.52,25.06,8.04,5.12,2.55,0.87,14.91,25.06,50.89,82.67
17.09,21.62,2.62,4.94,23.39,1.17,5.65,41.17,10.0,24.52,1.71,0.07,5.74,15.22,41.17,61.38,82.87
15.06,16.61,5.31,37.18,32.9,14.75,35.63,9.08,2.38,7.31,0.36,5.26,2.4,17.62,37.18,68.0,86.71
20.56,27.65,48.02,47.02,26.32,41.01,1.86,29.68,16.03,20.78,3.3,0.76,5.47,27.89,48.02,98.25,71.28
3.7,28.23,41.95,3.97,8.8,27.65,3.99,30.52,6.34,23.86,0.23,1.1,2.1,17.9,41.95,70.6,84.28
19.28,17.5,13.68,14.6,40.0,27.31,1.78,48.18,40.73,48.08,7.85,0.49,19.23,27.11,48.18,98.58,69.82
15.0,2.4,21.18,1.56,11.26,6.72,12.17,14.97,28.94,14.62,4.34,0.82,1.65,12.88,28.94,47.72,85.34
4.18,40.32,13.66,19.64,15.52,2.67,2.04,2.16,26.88,13.81,1.12,0.05,2.14,14.09,40.32,58.18,85.74
9.85,7.93,41.85,1.4,43.59,19.75,5.49,51.44,16.67,51.19,1.64,1.08,22.31,24.92,51.44,98.89,74.73
34.77,5.66,27.68,5.45,18.05,9.02,13.84,13.61,34.74,29.62,12.08,1.25,5.35,19.24,34.77,70.03,75.3
2.87,4.5,28.48,22.54,29.38,5.4,15.29,20.19,18.86,10.64,0.54,0.83,3.13,15.81,29.38,57.88,82.98
5.61,31.28,19.03,11.63,25.97,1.81,25.35,6.23,13.03,3.98,0.73,0.46,1.03,14.39,31.28,55.25,87.14
6.3,10.96,32.55,18.27,3.58,2.96,9.16,22.74,25.23,11.23,1.59,0.27,0.4,14.3,32.55,54.21,84.74
